strategy,total_return,final_equity,cagr,vol,sharpe,maxdd,calmar,exposure,avg_gross,best_year,worst_year,beats_btc
BO_h3_lb45_ma20_x1.25,2.044556232816938,304455.62328169384,0.2148539521256545,1.0223123038772617,0.6757409052035565,-0.8655242223442909,0.24823563174664015,0.48659003831417624,0.6099074632062709,5.5191534507068285,-0.7008419897467844,True
BO_h2_lb45_ma20_x1.25,1.8891695159502149,288916.95159502147,0.20377968111329348,0.9721142487311659,0.6571020732710313,-0.8113142449519277,0.25117231995028994,0.48659003831417624,0.6097573883663269,4.9378412812758095,-0.6688499208018831,True
BO_h1_lb14_ma50_x1.25,1.8664332825679617,286643.3282567962,0.2021182992269035,1.3738759956497582,0.7757086256165149,-0.9396366029387286,0.21510262434942962,0.5201149425287356,0.6527878954949546,3.535353964789885,-0.6006688935112803,True
BO_h1_lb14_ma100_x1,1.8413467930213008,284134.67930213007,0.20027251299874527,1.0640850562121054,0.6755819448132679,-0.8010491260091519,0.2500127726204612,0.5234674329501916,0.5248681573001962,1.6982091297292055,-0.5382284527729237,True
BTC_BUY_HOLD,1.7632942591086098,276329.425910861,0.19444232446489673,0.5714150544995646,0.5963797513019437,-0.7670751163186151,0.253485376240692,0.9995210727969349,1.0010304066577187,1.5602326359163525,-0.6435454232485955,False
BO_h1_lb14_ma20_x1,1.192978727994849,219297.8727994849,0.14713806513524252,1.0035313933759393,0.6059463571229289,-0.8668934744410061,0.16973027191157566,0.48659003831417624,0.48777867727897506,2.205726224820085,-0.4999198653392348,False
BO_h1_lb45_ma50_x1.5,1.1233553350133665,212335.53350133664,0.1406865495399363,1.6832654502202473,0.8594700656196811,-0.9660593065868792,0.14562930927810916,0.5201149425287356,0.788126625782427,4.837372680210831,-0.8031198902739003,False
BO_h1_lb45_ma20_x1,1.0524988677696911,205249.88677696913,0.13393898789611702,1.0145028676913663,0.5962320626637809,-0.8492314289208525,0.15771788859288674,0.48659003831417624,0.48747100818389644,3.702016588145649,-0.6390286120668042,False
BO_h3_lb14_ma20_x2,0.910872653607063,191087.2653607063,0.11985470658616859,1.6933413487543725,0.8622502675483997,-0.957577296485105,0.12516452408187698,0.48659003831417624,0.9841311257319113,3.754769907889142,-0.7299706861128927,False
BO_h2_lb45_ma20_x1.5,0.9034112337806159,190341.1233780616,0.11908908430940013,1.1754889719598713,0.6592483776067665,-0.8803774398743036,0.135270486175115,0.48659003831417624,0.7334170566768693,5.923613013609232,-0.7496109052535411,False
BO_h3_lb45_ma20_x1.5,0.8352290862189,183522.90862189,0.11197566811627424,1.2307846455081584,0.6706139845615398,-0.9212374890768809,0.12154918730942943,0.48659003831417624,0.7339244658859948,6.293104896394064,-0.7823170662088926,False
BO_h1_lb14_ma100_x1.25,0.621364606759532,162136.4606759532,0.08815036845685142,1.3384129376577796,0.6929641075691464,-0.8799615596763457,0.10017524912028382,0.5234674329501916,0.6574091449640544,2.0192273993575656,-0.6420829080365953,False
BO_h1_lb14_ma50_x1.5,0.26684980648910694,126684.9806489107,0.042214757811753545,1.6731499635521248,0.7993516945725255,-0.9716484653679756,0.043446533717074604,0.5201149425287356,0.7866555236150226,4.323785507904243,-0.6914519501983889,False
BO_h1_lb14_ma20_x1.25,0.18410212192813957,118410.21219281395,0.029980597515826046,1.2532618891961784,0.6053320042403557,-0.9271165693312236,0.032337462739397034,0.48659003831417624,0.6107016000484476,2.439151628870568,-0.61758573662577,False
BO_h1_lb45_ma20_x1.25,0.005989071640926769,100598.90716409267,0.0010443625342391183,1.2644216970273277,0.5883618642172561,-0.9204743701064576,0.0011345916498667228,0.48659003831417624,0.6111468204040393,3.879345049032131,-0.7408655506671654,False
BO_h1_lb14_ma100_x1.5,-0.3246217267948103,67537.82732051898,-0.0663085245277677,1.6322067082016034,0.71977683900407,-0.9310386866095365,-0.07121994550971489,0.5234674329501916,0.7925288375433835,2.224715295221905,-0.7298424596497495,False
BO_h1_lb45_ma100_x2,-0.43791601751117937,56208.39824888206,-0.09580283198593453,2.675188873005591,1.0529929464409007,-0.9760397082237573,-0.09815464594189616,0.5234674329501916,1.0793294860302127,3.347495109616787,-0.8029945159741029,False
BO_h1_lb30_ma20_x2,-0.46478887573652283,53521.11242634772,-0.10351318890321637,2.424953440974087,0.955434415846053,-0.9866464188187039,-0.10491416877299475,0.48659003831417624,0.9998413661061089,4.603639664567397,-0.7238024424700504,False
BO_h1_lb14_ma20_x1.5,-0.5318631879150683,46813.68120849317,-0.12425354937323141,1.512934804166177,0.6105338580819635,-0.9625812073880193,-0.12908370578976452,0.48659003831417624,0.7359079680675836,2.4491297717512275,-0.7196582397462084,False
BO_h2_lb45_ma20_x2,-0.5573214873087733,44267.85126912268,-0.13277202969001733,1.6590658434756826,0.697916147847783,-0.9767187628347366,-0.13593680672691522,0.48659003831417624,0.9882283213166542,6.843699082740135,-0.8671070136546208,False
BO_h1_lb45_ma20_x1.5,-0.645071970553482,35492.802944651805,-0.1656260583877328,1.5326702884919698,0.5920192629872856,-0.9684617278532047,-0.17101972501781473,0.48659003831417624,0.7375653974889229,3.511840063699074,-0.8209764922878525,False
BO_h3_lb45_ma20_x2,-0.6808552573302439,31914.474266975612,-0.1809830910019249,1.7153351541568644,0.6897141519247901,-0.9817747419581936,-0.18434278584204156,0.48659003831417624,0.9902865563081537,6.16590903826965,-0.8962204756424688,False
BO_h1_lb45_ma50_x2,-0.85508004668717,14491.995331283002,-0.28655888151020514,2.6718850789614277,0.963827058863097,-0.9947052472129617,-0.28808421621692143,0.5201149425287356,1.0759558904488742,2.45491342676749,-0.920889744966611,False
BO_h1_lb14_ma50_x2,-0.9179929706591046,8200.702934089546,-0.35414948008550584,2.476283637523743,0.8912587875495075,-0.9951083592246699,-0.35589036792077433,0.5201149425287356,1.0688916304420848,5.531149860194395,-0.8307744318799662,False
BO_h1_lb14_ma100_x2,-0.9590027524031342,4099.72475968659,-0.4278659061399358,2.431107781199765,0.8234967268437967,-0.9907554809755751,-0.43185822774215255,0.5234674329501916,1.0774266128908914,2.2175258703611016,-0.8588420731070261,False
BO_h1_lb14_ma20_x2,-0.9743836640176398,2561.6335982360233,-0.4730185128933879,2.139047813389469,0.6567262766056255,-0.9926462496402608,-0.47652274218011886,0.48659003831417624,0.9989163319593013,1.8695415308824255,-0.8708074799602276,False
BO_h1_lb45_ma20_x2,-0.9853859709176498,1461.4029082350203,-0.5222658129035975,2.3726825084288197,0.6736930044187327,-0.9983601430187006,-0.5231236608909925,0.48659003831417624,1.0064143346042456,1.6260077029874642,-0.9261205776230883,False
